Key,ar,en,es,pt,pt_br,fr,de,ru,zh,hi
Q_448,سجل بورنموث اكثر من 3 اهداف في مباراته ضد فريق شيفيلد يونايتد,Bournemouth scored more than 3 goals in their match against Sheffield United,Bournemouth marcó más de 3 goles en su partido contra el Sheffield United,,Bournemouth marcou mais de 3 gols em sua partida contra o Sheffield United,Bournemouth a marqué plus de 3 buts lors de son match contre Sheffield United,im Spiel gegen Sheffield United mehr als drei Tore,«Борнмут» забил более 3 голов в матче против «Шеффилд Юнайтед».,在对阵谢菲尔德联的比赛中进球数超过3 个,शेफ़ील्ड युनाइटेड के विरुद्ध अपने मैच में 3 से अधिक गोल किये
Q_449,سجل بورنموث اكثر من 2 اهداف في مباراته ضد فريق فولهام,Bournemouth scored more than 2 goals in their match against Fulham,Bournemouth marcó más de 2 goles en su partido ante el Fulham,,Bournemouth marcou mais de 2 gols em sua partida contra o Fulham,Bournemouth a marqué plus de 2 buts lors de son match contre Fulham,im Spiel gegen Fulham mehr als zwei Tore,«Борнмут» забил более 2 голов в матче против «Фулхэма»,在对阵富勒姆的比赛中进球数超过2球,फ़ुलहम के विरुद्ध अपने मैच में 2 से अधिक गोल किये
Q_450,سجل بورنموث اكثر من هدف في مباراته ضد فريق نيوكاسل يونايتد,Bournemouth scored more than one goal in their match against Newcastle United.,Bournemouth anotó más de un gol en su partido contra el Newcastle United,,Bournemouth marcou mais de um gol na partida contra o Newcastle United,Bournemouth a marqué plus d'un but lors de son match contre Newcastle United,Bournemouth erzielte im Spiel gegen Newcastle United mehr als ein Tor,«Борнмут» забил больше одного гола в матче против «Ньюкасл Юнайтед».,伯恩茅斯在对阵纽卡斯尔联的比赛中攻入超过一球,बोर्नमाउथ ने न्यूकैसल युनाइटेड के विरुद्ध अपने मैच में एक से अधिक गोल किये
Q_451,فاز فريق بورنموث في أول مباراة له بالدوري,Bournemouth won their first league match.,Bournemouth ganó su primer partido de liga,,Bournemouth venceu sua primeira partida no campeonato,Bournemouth a remporté son premier match de championnat,Bournemouth gewann sein erstes Ligaspiel,«Борнмут» выиграл свой первый матч в чемпионате,伯恩茅斯赢得了他们的第一场联赛比赛,बोर्नमाउथ ने अपना पहला लीग मैच जीता
Q_452,تعادل فريق بورنموث في أول مباراة له بالدوري,Bournemouth draw in first league match,Bournemouth empató en su primer partido de liga,,Bournemouth empatou em sua primeira partida no campeonato,Bournemouth a fait match nul lors de son premier match de championnat,Bournemouth hat in seinem ersten Ligaspiel unentschieden gespielt,«Борнмут» сыграл вничью в своем первом матче чемпионата,伯恩茅斯在联赛首场比赛中打平,बोर्नमाउथ ने अपना पहला लीग मैच ड्रा खेला
Q_453,خسر فريق بورنموث في اول مباراة له بالدوري,Bournemouth lost their first league match.,Bournemouth perdió en su primer partido de liga,,Bournemouth perdeu em sua primeira partida do campeonato,Bournemouth a perdu lors de son premier match de championnat,Bournemouth verlor in seinem ersten Ligaspiel,«Борнмут» проиграл свой первый матч в чемпионате,伯恩茅斯在首场联赛中失利,बोर्नमाउथ अपने पहले लीग मैच में हार गया
Q_454,لم يتلقى فريق بورنموث اي هدف في شباكه في مباراته ضد آرسنال,Bournemouth did not concede a goal against Arsenal.,Bournemouth no encajó ningún gol en su partido contra el Arsenal,,Bournemouth não sofreu nenhum gol na partida contra o Arsenal,Bournemouth n'a encaissé aucun but lors de son match contre Arsenal,Bournemouth kassierte im Spiel gegen Arsenal keine Gegentore,«Борнмут» не пропустил ни одного гола в матче против «Арсенала».,伯恩茅斯在对阵阿森纳的比赛中没有丢球,बोर्नमाउथ ने आर्सेनल के खिलाफ अपने मैच में कोई गोल नहीं खाया
Q_455,تلقى بورنموث هدفا في شباكه في مباراته ضد ليفربول,Bournemouth conceded a goal against Liverpool.,El Bournemouth encajó un gol en su partido contra el Liverpool,,Bournemouth sofreu um gol na partida contra o Liverpool,Bournemouth a encaissé un but lors de son match contre Liverpool,Bournemouth kassierte im Spiel gegen Liverpool ein Gegentor,Борнмут пропустил гол в матче против Ливерпуля,伯恩茅斯在对阵利物浦的比赛中失球,बोर्नमाउथ ने लिवरपूल के खिलाफ अपने मैच में एक गोल खाया
Q_456,تلقى بورنموث هدفين في شباكه في مباراته ضد مانشستر سيتي,Bournemouth conceded two goals against Manchester City.,El Bournemouth encajó dos goles en su partido ante el Manchester City,,Bournemouth sofreu dois gols na partida contra o Manchester City,Bournemouth a encaissé deux buts lors de son match contre Manchester City,Bournemouth kassierte im Spiel gegen Manchester City zwei Gegentore,«Борнмут» пропустил два гола в матче против «Манчестер Сити».,伯恩茅斯在对阵曼城的比赛中丢了两个球,बोर्नमाउथ ने मैनचेस्टर सिटी के खिलाफ अपने मैच में दो गोल खाए
Q_457,تلقى بورنموث في مباراته ضد أستون فيلا ثلاث اهداف,Bournemouth conceded three goals in their match against Aston Villa.,El Bournemouth encajó tres goles en su partido ante el Aston Villa,,Bournemouth sofreu três gols na partida contra o Aston Villa,Bournemouth a concédé trois buts lors de son match contre Aston Villa,Bournemouth kassierte im Spiel gegen Aston Villa drei Gegentore,«Борнмут» пропустил три гола в матче против «Астон Виллы».,伯恩茅斯在对阵阿斯顿维拉的比赛中丢了三个球,बोर्नमाउथ ने एस्टन विला के खिलाफ अपने मैच में तीन गोल खाए
Q_458,في التشكيلة الأساسية لفريق بورنموث يوجد 3 لاعبين يحملون الجنسية البرتغالية,Bournemouth's starting line-up includes 3 Portuguese players,En el once inicial del Bournemouth hay 3 jugadores de nacionalidad portuguesa,,No onze titular do Bournemouth há 3 jogadores com nacionalidade portuguesa,"Dans la formation de départ de Bournemouth, il y a 3 joueurs de nationalité portugaise",In der Startaufstellung von Bournemouth stehen drei Spieler mit portugiesischer Nationalität,В стартовом составе «Борнмута» три игрока португальского гражданства.,伯恩茅斯首发阵容中有3名葡萄牙籍球员,बोर्नमाउथ की शुरुआती लाइनअप में पुर्तगाली राष्ट्रीयता वाले 3 खिलाड़ी हैं
Q_459,في خط هجوم فريق بورنموث يوجد لاعب يحمل الجنسية الهولندية,In Bournemouth's attacking line there is a player with Dutch nationality.,En la línea de ataque del Bournemouth hay un jugador de nacionalidad holandesa,,Na linha de ataque do Bournemouth há um jogador de nacionalidade holandesa,"Dans la ligne offensive de Bournemouth, il y a un joueur de nationalité néerlandaise",In der Angriffsreihe von Bournemouth steht ein Spieler mit niederländischer Nationalität,В линии атаки «Борнмута» появился игрок голландского гражданства,伯恩茅斯的攻击线上有一名荷兰籍球员,बोर्नमाउथ की आक्रमण पंक्ति में डच राष्ट्रीयता वाला एक खिलाड़ी है
Q_460,حارس فريق بورنموث يحمل الجنسية الفرنسي,Bournemouth goalkeeper holds French nationality,El portero del Bournemouth ostenta la nacionalidad francesa,,O goleiro do Bournemouth tem nacionalidade francesa,Le gardien de Bournemouth est de nationalité française,Der Torhüter von Bournemouth besitzt die französische Staatsangehörigkeit,Вратарь «Борнмута» имеет французское гражданство.,伯恩茅斯门将拥有法国国籍,बोर्नमाउथ गोलकीपर फ्रांसीसी राष्ट्रीयता रखता है
Q_461,مدرب فريق بورنموث يحمل الجنسية الإيطالية,Bournemouth coach holds Italian nationality,El técnico del Bournemouth tiene la ciudadanía italiana,,O treinador do Bournemouth tem cidadania italiana,L'entraîneur de Bournemouth possède la nationalité italienne,Der Trainer von Bournemouth besitzt die italienische Staatsbürgerschaft,Тренер «Борнмута» имеет итальянское гражданство,伯恩茅斯教练拥有意大利国籍,बोर्नमाउथ कोच के पास इतालवी नागरिकता है
Q_462,لا يوجد اي لاعب فوق سن التلاثين في فريق بورنموث,There are no players over the age of 30 in the Bournemouth squad.,No hay jugadores mayores de treinta años en el equipo de Bournemouth,,Não há jogadores com mais de trinta anos no time do Bournemouth,Il n'y a aucun joueur de plus de trente ans dans l'équipe de Bournemouth,Im Bournemouth-Team gibt es keine Spieler über dreißig,В составе «Борнмута» нет игроков старше тридцати лет.,伯恩茅斯队中没有年龄超过三十岁的球员,बोर्नमाउथ टीम में तीस वर्ष से अधिक उम्र का कोई खिलाड़ी नहीं है
Q_463,في التشكيلة الرئيسية لفريق بورنموث لاعب تحت 18 عام,In the starting line-up for Bournemouth under - 18s,"En la alineación principal del Bournemouth, un jugador sub- 18",,"Na escalação principal do Bournemouth, um jogador sub- 18","Dans l'équipe principale de Bournemouth, un joueur de moins de 18 ans",In der Hauptaufstellung von Bournemouth ein U18 - Spieler,В основном составе «Борнмута» игрок до 18 лет,伯恩茅斯主力阵容中18岁以下球员,"बोर्नमाउथ के मुख्य लाइनअप में, एक अंडर -18 खिलाड़ी"
Q_464,يلعب فريق بورنموث هذا الموسم في دوري أبطال أوروبا,Bournemouth are playing in the Champions League this season.,Bournemouth juega la Liga de Campeones esta temporada,,Bournemouth está jogando na Liga dos Campeões nesta temporada,Bournemouth joue la Ligue des Champions cette saison,Bournemouth spielt diese Saison in der Champions League,«Борнмут» в этом сезоне играет в Лиге чемпионов.,伯恩茅斯本赛季参加欧冠联赛,बोर्नमाउथ इस सीज़न में चैंपियंस लीग में खेल रहा है
Q_465,يلعب فريق بورنموث هذا الموسم في الدوري الأوروبي,Bournemouth are playing in the Europa League this season.,Bournemouth juega la Europa League esta temporada,,Bournemouth está jogando na Liga Europa nesta temporada,Bournemouth joue en Ligue Europa cette saison,Bournemouth spielt diese Saison in der Europa League,«Борнмут» в этом сезоне играет в Лиге Европы.,伯恩茅斯本赛季参加欧罗巴联赛,बोर्नमाउथ इस सीज़न में यूरोपा लीग में खेल रहा है
Q_466,يلعب فريق بورنموث هذا الموسم في دوري المؤتمرات,Bournemouth play in the Conference League this season.,Bournemouth juega en la Conference League esta temporada,,Bournemouth está jogando na Conference League nesta temporada,Bournemouth joue en Conference League cette saison,Bournemouth spielt diese Saison in der Conference League,«Борнмут» в этом сезоне играет в Конференц-лиге.,伯恩茅斯本赛季参加分区联赛,बोर्नमाउथ इस सीज़न में कॉन्फ्रेंस लीग में खेल रहा है
Q_467,لم يلعب أي لاعب من التشكيلة الحالية ل بورنموث كأس العالم,No player from Bournemouth's current squad has played in a World Cup.,Ningún jugador de la actual plantilla del Bournemouth ha disputado el Mundial,,Nenhum jogador da atual seleção do Bournemouth disputou a Copa do Mundo,Aucun joueur de l'équipe actuelle de Bournemouth n'a disputé la Coupe du monde,Kein Spieler aus Bournemouths aktuellem Kader hat an der Weltmeisterschaft teilgenommen,Ни один игрок из нынешнего состава Борнмута не играл на чемпионате мира.,伯恩茅斯目前阵容中没有球员参加过世界杯,बोर्नमाउथ की वर्तमान टीम का कोई भी खिलाड़ी विश्व कप में नहीं खेला है
Q_468,لعب أحد لاعبي التشكيلة الحلية ل بورنموث كأس العالم,A player from the Bournemouth squad played in the World Cup.,Jugó como uno de los jugadores de la plantilla para el Mundial de Bournemouth.,,Ele jogou como um dos jogadores da seleção para a Copa do Mundo do Bournemouth,Il a joué comme l'un des joueurs de l'équipe pour la Coupe du monde de Bournemouth.,Er spielte als einer der Spieler im Kader für die Weltmeisterschaft in Bournemouth,Он играл в составе команды на чемпионате мира в Борнмуте.,他是伯恩茅斯世界杯阵容中的球员之一,वह बोर्नमाउथ के विश्व कप के लिए टीम में एक खिलाड़ी के रूप में खेले
Q_469,في الموسم الماضي لعب بورنموث في دوري أبطال أوروبا,Last season Bournemouth played in the Champions League.,La temporada pasada el Bournemouth jugó la Liga de Campeones.,,Na última temporada o Bournemouth disputou a Liga dos Campeões,"La saison dernière, Bournemouth a joué en Ligue des champions",Letzte Saison spielte Bournemouth in der Champions League,В прошлом сезоне Борнмут играл в Лиге Чемпионов.,上赛季伯恩茅斯参加了欧冠联赛,पिछले सीज़न में बोर्नमाउथ चैंपियंस लीग में खेला था
Q_470,في الموسم الماضي لعب بورنموث في الدوري الأوروبي,Last season Bournemouth played in the Europa League.,La temporada pasada el Bournemouth jugó en la Europa League,,Na última temporada o Bournemouth disputou a Liga Europa,"La saison dernière, Bournemouth a joué en Ligue Europa",Letzte Saison spielte Bournemouth in der Europa League,В прошлом сезоне «Борнмут» играл в Лиге Европы.,伯恩茅斯上赛季参加了欧罗巴联赛,पिछले सीज़न में बोर्नमाउथ यूरोपा लीग में खेला था
Q_471,في الموسم الماضي لعب بورنموث في دوري المؤتمرات,Last season Bournemouth played in the Conference League.,La temporada pasada el Bournemouth jugó en la Conference League,,"Na temporada passada, o Bournemouth jogou na Conference League","La saison dernière, Bournemouth a joué en Conference League",Letzte Saison spielte Bournemouth in der Conference League,В прошлом сезоне «Борнмут» играл в Конференц-лиге.,上赛季伯恩茅斯参加了分区联赛,पिछले सीज़न में बोर्नमाउथ कॉन्फ्रेंस लीग में खेला था
Q_472,تعاقد بورنموث مع مدرب في بداية الموسم,Bournemouth appointed manager at start of season,Bournemouth contrató a un entrenador al inicio de temporada,,Bournemouth contratou um treinador no início da temporada,Bournemouth a embauché un entraîneur en début de saison,Bournemouth stellte zu Beginn der Saison einen Trainer ein,«Борнмут» нанял тренера в начале сезона,伯恩茅斯在赛季初聘请了一名教练,बोर्नमाउथ ने सीज़न की शुरुआत में एक कोच नियुक्त किया
Q_473,تعاقد بورنموث مع لاعب مهاجم في بداية الموسم,Bournemouth sign striker at the start of the season,El Bournemouth fichó un delantero a principios de temporada,,Bournemouth contratou um atacante no início da temporada,Bournemouth a recruté un attaquant en début de saison,Bournemouth hat zu Beginn der Saison einen Stürmer verpflichtet,«Борнмут» подписал нападающего в начале сезона,伯恩茅斯在赛季初签下了一名前锋,बोर्नमाउथ ने सीज़न की शुरुआत में एक स्ट्राइकर पर हस्ताक्षर किए
Q_474,تعاقد بورنموث مع لاعب خط وسط في بداية الموسم,Bournemouth sign midfielder at the start of the season,El Bournemouth fichó un centrocampista a principios de temporada,,Bournemouth contratou um meio-campista no início da temporada,Bournemouth a recruté un milieu de terrain en début de saison,Bournemouth hat zu Beginn der Saison einen Mittelfeldspieler verpflichtet,«Борнмут» подписал полузащитника в начале сезона,伯恩茅斯在赛季初签下了一名中场球员,बोर्नमाउथ ने सीज़न की शुरुआत में एक मिडफील्डर पर हस्ताक्षर किए
Q_475,تعاقد بورنموث مع لاعب مدافع في بداية الموسم,Bournemouth sign defender at the start of the season,Bournemouth fichó un defensa al inicio de temporada,,Bournemouth contratou um zagueiro no início da temporada,Bournemouth a recruté un défenseur en début de saison,Bournemouth hat zu Beginn der Saison einen Verteidiger verpflichtet,«Борнмут» подписал защитника в начале сезона,伯恩茅斯在赛季初签下了一名后卫,सीज़न की शुरुआत में बोर्नमाउथ ने एक डिफेंडर के साथ अनुबंध किया
Q_476,تعاقد بورنموث مع حارس مرمى في بداية الموسم,Bournemouth sign goalkeeper at the start of the season,El Bournemouth fichó un portero a principios de temporada,,Bournemouth contratou um goleiro no início da temporada,Bournemouth a recruté un gardien en début de saison,Bournemouth hat zu Beginn der Saison einen Torwart verpflichtet,«Борнмут» подписал вратаря в начале сезона,伯恩茅斯在赛季初签下了一名门将,बोर्नमाउथ ने सीज़न की शुरुआत में एक गोलकीपर के साथ अनुबंध किया
Q_477,سجل احد لاعبي بورنموث اول اهداف مع الفريق ضد كريستال بالاس هذا,A Bournemouth player scored his first goal for the team against Crystal Palace this,Uno de los jugadores del Bournemouth marcó su primer gol con el equipo ante el Crystal Palace esta semana,,Um dos jogadores do Bournemouth marcou seu primeiro gol pelo time contra o Crystal Palace esta semana,L'un des joueurs de Bournemouth a marqué son premier but avec l'équipe contre Crystal Palace cette semaine,Einer von Bournemouths Spielern erzielte diese Woche sein erstes Tor mit der Mannschaft gegen Crystal Palace,Один из игроков «Борнмута» забил свой первый гол за команду в матче против «Кристал Пэлас» на этой неделе.,伯恩茅斯的一名球员在本周对阵水晶宫的比赛中攻入了他在球队的第一个进球,बोर्नमाउथ के खिलाड़ियों में से एक ने इस सप्ताह क्रिस्टल पैलेस के खिलाफ टीम के साथ अपना पहला गोल किया
Q_478,احد لاعبي فريق بورنموث قادم من أكاديمية النادي,One of the Bournemouth players coming through the club's academy.,Uno de los jugadores del Bournemouth procede de la cantera del club,,Um dos jogadores do Bournemouth vem da academia do clube,L'un des joueurs de Bournemouth vient de l'académie du club,Einer der Spieler von Bournemouth kommt aus der Akademie des Vereins,Один из игроков «Борнмута» воспитанник академии клуба.,伯恩茅斯的一名球员来自俱乐部的青训学院,बोर्नमाउथ का एक खिलाड़ी क्लब की अकादमी से आता है
Q_479,حافظ بورنموث على نظافة شباكه في اول 3 مباريات بالدوري,Bournemouth have kept clean sheets in their first three league games.,Bournemouth mantuvo su portería a cero en sus primeros 3 partidos de liga,,O Bournemouth não sofreu golos nos três primeiros jogos do campeonato,Bournemouth a gardé sa cage inviolée lors de ses 3 premiers matches de championnat,drei Ligaspielen ohne Gegentor,«Борнмут» сохранил ворота сухими в первых трех матчах чемпионата.,3场联赛保持不失球,3 लीग मैचों में क्लीन शीट बरकरार रखी
Q_480,لاعب أساسي في تشكيلة فريق بورنموث أصيب بداية الموسم,A key player in the Bournemouth squad who was injured at the start of the season.,Un jugador clave en la plantilla del Bournemouth se lesionó al inicio de temporada,,Um jogador importante do time do Bournemouth se machucou no início da temporada,Un joueur clé de l'équipe de Bournemouth a été blessé en début de saison,Ein Schlüsselspieler im Kader von Bournemouth verletzte sich zu Beginn der Saison,Ключевой игрок команды Борнмута получил травму в начале сезона,伯恩茅斯队的一名关键球员在赛季初受伤,सीज़न की शुरुआत में बोर्नमाउथ की टीम का एक प्रमुख खिलाड़ी घायल हो गया था
Q_481,يحتل فريق وست هام المراكز ال 4 الأولى في الدوري,West Ham are in the top 4 of the league.,West Ham ocupa el top 4 de la liga,,West Ham ocupa o top 4 da liga,West Ham occupe le top 4 du championnat,West Ham belegt die Top 4 der Liga,Вест Хэм занимает четвёрку лучших в лиге,西汉姆联稳居联赛前四,वेस्ट हैम लीग में शीर्ष 4 पर काबिज है
Q_482,يحتل فريق وست هام المراكز ال 4 الثانية في الدوري,West Ham are in the second 4th place in the league.,West Ham ocupa el cuarto lugar en la liga,,West Ham ocupa o 4º lugar na liga,West Ham se classe 4ème du championnat,West Ham belegt den 4. Platz in der Liga,Вест Хэм занимает 4-е место в лиге.,西汉姆联队排名联赛第4位,वेस्ट हैम लीग में चौथे स्थान पर है
Q_483,يحتل فريق وست هام المراكز ال 4 الثالثة في الدوري,West Ham are in the top 4 in the league.,West Ham ocupa el cuarto lugar en la liga,,West Ham ocupa o 4º lugar na liga,West Ham se classe 4ème du championnat,West Ham belegt den 4. Platz in der Liga,Вест Хэм занимает 4-е место в лиге.,西汉姆联队排名联赛第4位,वेस्ट हैम लीग में चौथे स्थान पर है
Q_484,يحتل فريق وست هام المراكز ال 4 الأخيرة في الدوري,West Ham are in the bottom 4 of the league.,West Ham ocupa los 4 últimos puestos de la liga,,West Ham ocupa os 4 últimos lugares da liga,West Ham occupe les 4 dernières places du championnat,West Ham belegt die letzten vier Plätze der Liga,Вест Хэм занимает 4 последних места в лиге,西汉姆联队在联赛中排名垫底4位,वेस्ट हैम लीग में निचले 4 स्थानों पर काबिज है
Q_485,فاز وست هام في مباراته ضد فريق تشيلسي,West Ham won their match against Chelsea.,West Ham ganó su partido contra Chelsea,,West Ham venceu a partida contra o Chelsea,West Ham a remporté son match contre Chelsea,West Ham hat sein Spiel gegen Chelsea gewonnen,Вест Хэм выиграл матч у Челси,西汉姆联队赢得了对阵切尔西的比赛,वेस्ट हैम ने चेल्सी के खिलाफ अपना मैच जीता
Q_486,خسر وست هام في مباراته ضد فريق مانشستر سيتي,West Ham lost their match against Manchester City.,West Ham perdió en su partido contra Manchester City,,West Ham perdeu na partida contra o Manchester City,West Ham a perdu lors de son match contre Manchester City,West Ham verlor sein Spiel gegen Manchester City,Вест Хэм проиграл в матче с Манчестер Сити,西汉姆联队在对阵曼城队的比赛中失利,वेस्ट हैम मैनचेस्टर सिटी के खिलाफ अपने मैच में हार गया
Q_487,تعادل وست هام في مباراته ضد فريق نيوكاسل يونايتد,West Ham drew against Newcastle United,West Ham empató su partido ante Newcastle United,,West Ham empatou a partida contra o Newcastle United,West Ham a égalisé son match contre Newcastle United,West Ham hat sein Spiel gegen Newcastle United unentschieden gespielt,Вест Хэм сравнял счет в матче с Ньюкасл Юнайтед,西汉姆联队与纽卡斯尔联队打平,वेस्ट हैम ने न्यूकैसल यूनाइटेड के खिलाफ अपना मैच टाई कराया
Q_488,سجل وست هام اكثر من 3 اهداف في مباراته ضد فريق بورنموث,West Ham scored more than 3 goals in their match against Bournemouth,El West Ham marcó más de 3 goles en su partido contra el Bournemouth,,West Ham marcou mais de 3 gols na partida contra o Bournemouth,West Ham a marqué plus de 3 buts lors de son match contre Bournemouth,im Spiel gegen Bournemouth mehr als drei Tore,Вест Хэм забил более 3 голов в матче против Борнмута,在对阵伯恩茅斯的比赛中进球数超过3 个,बोर्नमाउथ के विरुद्ध अपने मैच में 3 से अधिक गोल किये
Q_489,سجل وست هام اكثر من 2 اهداف في مباراته ضد فريق ليفربول,West Ham scored more than 2 goals in their match against Liverpool,El West Ham marcó más de 2 goles en su partido contra el Liverpool,,West Ham marcou mais de 2 gols em sua partida contra o Liverpool,West Ham a marqué plus de 2 buts lors de son match contre Liverpool,West Ham erzielte im Spiel gegen Liverpool mehr als zwei Tore,Вест Хэм забил более 2 голов в матче против Ливерпуля,在对阵利物浦的比赛中进球数超过2个,लिवरपूल के खिलाफ अपने मैच में 2 से अधिक गोल किए
Q_490,سجل وست هام اكثر من هدف في مباراته ضد فريق شيفيلد يونايتد,West Ham scored more than one goal in their match against Sheffield United.,El West Ham marcó más de un gol en su partido ante el Sheffield United,,West Ham marcou mais de um gol na partida contra o Sheffield United,West Ham a marqué plus d'un but lors de son match contre Sheffield United,West Ham erzielte in seinem Spiel gegen Sheffield United mehr als ein Tor,Вест Хэм забил больше одного гола в матче против Шеффилд Юнайтед,西汉姆联队在对阵谢菲尔德联队的比赛中攻入超过一球,वेस्ट हैम ने शेफ़ील्ड युनाइटेड के विरुद्ध अपने मैच में एक से अधिक गोल किये
Q_491,فاز فريق وست هام في أول مباراة له بالدوري,West Ham won their first league match.,El West Ham ganó su primer partido de liga,,West Ham venceu sua primeira partida no campeonato,West Ham a remporté son premier match de championnat,West Ham gewann sein erstes Ligaspiel,Вест Хэм выиграл свой первый матч в чемпионате,西汉姆联队赢得了他们的第一场联赛比赛,वेस्ट हैम ने अपना पहला लीग मैच जीता
Q_492,تعادل فريق وست هام في أول مباراة له بالدوري,West Ham draw in first league match,El West Ham empató en su primer partido de liga,,West Ham empatou em sua primeira partida no campeonato,West Ham a fait match nul lors de son premier match de championnat,West Ham hat in seinem ersten Ligaspiel unentschieden gespielt,Вест Хэм сыграл вничью в своем первом матче чемпионата,西汉姆联队首场联赛战平,वेस्ट हैम ने अपना पहला लीग मैच ड्रा खेला
Q_493,خسر فريق وست هام في اول مباراة له بالدوري,West Ham lost their first league match.,El West Ham perdió en su primer partido de liga,,West Ham perdeu em sua primeira partida do campeonato,West Ham a perdu lors de son premier match de championnat,West Ham verlor in seinem ersten Ligaspiel,Вест Хэм проиграл в своем первом матче чемпионата,西汉姆联队在首场联赛中失利,वेस्ट हैम अपने पहले लीग मैच में हार गया
Q_494,لم يتلقى فريق وست هام اي هدف في شباكه في مباراته ضد مانشستر يونايتد,West Ham did not concede a goal against Manchester United.,El West Ham no encajó ningún gol en su partido contra el Manchester United,,O West Ham não sofreu nenhum gol na partida contra o Manchester United,West Ham n'a encaissé aucun but lors de son match contre Manchester United,West Ham kassierte im Spiel gegen Manchester United keine Gegentore,Вест Хэм не пропустил ни одного гола в матче против Манчестер Юнайтед.,西汉姆联队在对阵曼联的比赛中没有丢球,वेस्ट हैम ने मैनचेस्टर यूनाइटेड के खिलाफ अपने मैच में कोई गोल नहीं खाया
Q_495,تلقى وست هام هدفا في شباكه في مباراته ضد آرسنال,West Ham conceded a goal against Arsenal.,El West Ham encajó un gol en su partido contra el Arsenal,,West Ham sofreu um gol na partida contra o Arsenal,West Ham a encaissé un but lors de son match contre Arsenal,West Ham kassierte im Spiel gegen Arsenal ein Gegentor,Вест Хэм пропустил гол в матче против Арсенала,西汉姆联队在对阵阿森纳的比赛中失球,वेस्ट हैम ने आर्सेनल के खिलाफ अपने मैच में एक गोल खाया
Q_496,تلقى وست هام هدفين في شباكه في مباراته ضد توتنهام,West Ham conceded two goals against Tottenham.,El West Ham encajó dos goles en su partido contra el Tottenham,,West Ham sofreu dois gols na partida contra o Tottenham,West Ham a encaissé deux buts lors de son match contre Tottenham,West Ham kassierte im Spiel gegen Tottenham zwei Gegentore,Вест Хэм пропустил два гола в матче с Тоттенхэмом,西汉姆联队在对阵托特纳姆热刺队的比赛中丢了两个球,वेस्ट हैम ने टोटेनहम के खिलाफ अपने मैच में दो गोल खाए
Q_497,تلقى وست هام في مباراته ضد أستون فيلا ثلاث اهداف,West Ham conceded three goals against Aston Villa,El West Ham encajó tres goles en su partido ante el Aston Villa,,West Ham sofreu três gols na partida contra o Aston Villa,West Ham a encaissé trois buts lors de son match contre Aston Villa,West Ham kassierte im Spiel gegen Aston Villa drei Gegentore,Вест Хэм пропустил три гола в матче против Астон Виллы,西汉姆联队在对阵阿斯顿维拉的比赛中丢了三个球,वेस्ट हैम ने एस्टन विला के खिलाफ अपने मैच में तीन गोल खाए
Q_498,في التشكيلة الأساسية لفريق وست هام يوجد 3 لاعبين يحملون الجنسية الإسبانية,West Ham's starting line-up includes 3 Spanish players,En el once titular del West Ham hay 3 jugadores que ostentan la nacionalidad española,,No time titular do West Ham há 3 jogadores de nacionalidade espanhola,"Dans le onze de départ de West Ham, il y a 3 joueurs de nationalité espagnole.",In der Startaufstellung von West Ham stehen drei Spieler mit spanischer Staatsangehörigkeit,"В стартовом составе «Вест Хэма» есть 3 игрока, имеющих испанское гражданство.",西汉姆联首发阵容中有3名西班牙籍球员,वेस्ट हैम की शुरुआती लाइनअप में 3 खिलाड़ी हैं जिनके पास स्पेनिश राष्ट्रीयता है
Q_499,في خط هجوم فريق وست هام يوجد لاعب يحمل الجنسية الإيطالية,In West Ham's attacking line there is a player with Italian nationality.,En la línea de ataque del West Ham hay un jugador de nacionalidad italiana,,Na linha de ataque do West Ham há um jogador de nacionalidade italiana,"Dans la ligne offensive de West Ham, il y a un joueur de nationalité italienne",In der Angriffsreihe von West Ham steht ein Spieler mit italienischer Nationalität,В линии атаки «Вест Хэма» появился игрок итальянского гражданства,西汉姆联的攻击线上有一名意大利籍球员,वेस्ट हैम की आक्रमण पंक्ति में इतालवी राष्ट्रीयता वाला एक खिलाड़ी है
Q_500,حارس فريق وست هام يحمل الجنسية الرومانية,West Ham goalkeeper holds Romanian nationality,El portero del West Ham tiene ciudadanía rumana,,O goleiro do West Ham possui cidadania romena,Le gardien de West Ham possède la nationalité roumaine,Der Torhüter von West Ham besitzt die rumänische Staatsbürgerschaft,Вратарь «Вест Хэма» имеет румынское гражданство,西汉姆联门将拥有罗马尼亚国籍,वेस्ट हैम के गोलकीपर के पास रोमानियाई नागरिकता है
Q_501,مدرب فريق وست هام يحمل الجنسية الفرنسي,West Ham coach holds French nationality,El técnico del West Ham tiene la nacionalidad francesa,,O técnico do West Ham tem nacionalidade francesa,L'entraîneur de West Ham possède la nationalité française,Der Trainer von West Ham besitzt die französische Staatsangehörigkeit,Тренер «Вест Хэма» имеет французское гражданство,西汉姆联主帅拥有法国国籍,वेस्ट हैम कोच के पास फ्रांसीसी राष्ट्रीयता है
